funded_amnt,term,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,acc_now_delinq,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,loan_status
6000,36 months,215.63,D,D2,8,OWN,50000,Source Verified,debt_consolidation,IL,29.28,0,0,2003,1,18,0,38714,Fully Paid
8000,36 months,266.18,B,B3,9,MORTGAGE,94411,Not Verified,debt_consolidation,OH,15.48,0,0,1996,1,9,0,17140,Fully Paid
35000,36 months,1195.88,C,C3,10,MORTGAGE,110000,Verified,debt_consolidation,CA,27.32,0,0,1988,3,18,0,313361,Fully Paid
29700,36 months,1092,D,D4,10,RENT,133000,Verified,debt_consolidation,RI,12.99,0,0,1993,0,17,0,21574,Fully Paid
10000,36 months,339.31,C,C2,3,RENT,94000,Verified,debt_consolidation,CT,16.89,0,0,1999,3,19,1,15201,Fully Paid
25000,36 months,846.57,C,C2,10,MORTGAGE,499992,Not Verified,home_improvement,CA,11.39,0,0,1994,2,15,1,228562,Fully Paid
13700,36 months,443.1,B,B1,10,MORTGAGE,42000,Verified,credit_card,NC,32.71,0,0,1993,0,8,0,8333,Fully Paid
12000,36 months,404.27,C,C1,0,RENT,46000,Source Verified,debt_consolidation,NC,14.95,0,0,2001,1,9,0,12672,Fully Paid
35000,36 months,1207.3,C,C5,6,OWN,210000,Verified,other,KS,9.17,0,0,2000,1,10,0,81169,Fully Paid
31300,36 months,1039.46,B,B3,2,RENT,66000,Verified,debt_consolidation,CA,26.82,0,0,2000,0,5,0,24438,Charged Off
17725,60 months,544.85,G,G1,2,MORTGAGE,85000,Not Verified,home_improvement,TX,27.59,1,0,1998,1,20,0,10200,Fully Paid
8000,36 months,274.71,C,C1,10,RENT,71883,Not Verified,debt_consolidation,AZ,16.16,1,0,1998,0,10,0,9366,Fully Paid
20000,36 months,610.62,A,A2,10,MORTGAGE,95000,Source Verified,debt_consolidation,MI,16.32,0,0,2002,1,13,0,21972,Fully Paid
30000,60 months,679.38,C,C1,1,MORTGAGE,103000,Source Verified,debt_consolidation,IL,13.35,0,0,1995,0,13,0,24459,Fully Paid
8000,36 months,296.17,D,D5,10,RENT,77000,Not Verified,other,VA,27.76,0,0,1996,2,16,0,5765,Fully Paid
21000,36 months,714.17,C,C1,10,RENT,108000,Source Verified,home_improvement,UT,14.14,0,0,1999,1,11,1,1203,Fully Paid
15000,36 months,545.99,D,D2,10,RENT,90000,Verified,debt_consolidation,CA,13.29,0,0,1997,1,11,0,10519,Fully Paid
19200,60 months,427,C,C1,9,MORTGAGE,40000,Source Verified,credit_card,MI,16.47,0,0,2001,1,10,0,4080,Fully Paid
5000,36 months,168.45,C,C1,3,MORTGAGE,35000,Source Verified,credit_card,NJ,27.71,1,0,2007,2,8,0,8614,Fully Paid
12000,36 months,419.58,D,D1,10,RENT,60000,Source Verified,debt_consolidation,IL,9.8,0,0,2001,4,11,1,9338,Fully Paid
9000,36 months,275.81,A,A2,10,MORTGAGE,42000,Not Verified,credit_card,NY,8.49,2,0,2001,1,10,1,5316,Fully Paid
20000,60 months,496.95,D,D3,9,RENT,75000,Verified,medical,NY,30.48,1,0,1998,1,13,0,6584,Fully Paid
30000,36 months,925.91,A,A3,10,RENT,110136,Not Verified,other,CA,18.9,0,0,1997,0,17,0,14480,Fully Paid
28800,60 months,586.45,B,B1,10,MORTGAGE,2.00E+05,Verified,debt_consolidation,NY,11.91,0,0,1998,0,11,0,6128,Fully Paid
18000,60 months,435.91,C,C4,6,RENT,50000,Verified,credit_card,MD,19.87,1,0,1998,1,10,0,2595,Fully Paid
15000,60 months,313.2,A,A5,10,MORTGAGE,56000,Verified,debt_consolidation,NJ,9.75,0,0,1988,1,13,0,406,Fully Paid
10000,36 months,333.53,C,C1,4,MORTGAGE,106000,Not Verified,debt_consolidation,HI,33.57,0,0,2006,0,12,1,14965,Fully Paid
6000,36 months,194.03,B,B2,10,RENT,69000,Not Verified,car,NY,26.47,0,0,2003,2,14,0,5693,Fully Paid
35000,60 months,976.04,E,E5,9,MORTGAGE,141000,Verified,debt_consolidation,VA,16.37,2,0,1996,4,9,0,4175,Fully Paid
21600,36 months,791.67,D,D3,10,MORTGAGE,60000,Verified,debt_consolidation,KY,29.34,0,0,1988,3,16,0,29535,Fully Paid
14000,36 months,429.03,A,A2,0,MORTGAGE,60000,Not Verified,credit_card,NY,18.8,0,0,2004,1,10,0,13925,Fully Paid
23000,60 months,679,E,E5,3,RENT,59000,Source Verified,other,NJ,25.22,0,0,2005,1,25,0,13819,Fully Paid
10000,36 months,304.36,A,A1,0,RENT,2.00E+05,Verified,major_purchase,NC,2.67,0,0,2004,0,12,0,4802,Fully Paid
24000,60 months,550.14,C,C3,3,OWN,103000,Source Verified,debt_consolidation,TX,10.91,1,0,2004,1,25,0,21437,Charged Off
7000,36 months,225.84,B,B3,1,MORTGAGE,140000,Verified,debt_consolidation,NJ,11.53,0,0,1986,3,17,1,14106,Charged Off
15000,36 months,471.3,B,B1,8,MORTGAGE,120000,Source Verified,debt_consolidation,OH,18.98,1,0,1995,1,10,0,11626,Charged Off
10000,36 months,349.65,D,D1,0,MORTGAGE,28000,Not Verified,debt_consolidation,TX,17.4,0,0,2001,1,6,0,9961,Fully Paid
9600,36 months,307.48,B,B2,10,MORTGAGE,72000,Not Verified,debt_consolidation,PA,14.65,0,0,1992,0,12,0,14850,Fully Paid
24000,60 months,535.33,B,B3,10,OWN,65000,Verified,debt_consolidation,KS,7.71,0,0,1998,0,7,0,10411,Charged Off
8500,36 months,272.96,B,B1,2,RENT,32000,Source Verified,credit_card,FL,13.69,0,0,1995,0,10,0,6509,Fully Paid
5000,36 months,174.78,C,C5,10,RENT,24000,Not Verified,debt_consolidation,LA,22.55,0,0,1996,0,7,0,5215,Charged Off
19425,36 months,653.11,B,B4,2,RENT,48600,Not Verified,debt_consolidation,IL,27.7,0,0,1999,0,18,0,17430,Fully Paid
30000,36 months,948.28,A,A5,10,MORTGAGE,116000,Source Verified,debt_consolidation,CA,15.81,0,0,1996,1,16,0,93928,Fully Paid
15000,36 months,498.15,C,C1,10,MORTGAGE,80000,Not Verified,debt_consolidation,AL,19.03,0,0,2002,0,10,0,9995,Fully Paid
12000,60 months,279.16,C,C3,5,RENT,35000,Not Verified,credit_card,CA,20.67,0,0,2005,1,6,0,4883,Fully Paid
12000,60 months,317.86,E,E1,10,MORTGAGE,30000,Source Verified,home_improvement,IN,13.04,0,0,2009,1,8,1,2955,Charged Off
26700,36 months,804.07,A,A1,10,RENT,107000,Not Verified,debt_consolidation,NY,13.28,0,0,2002,1,7,0,26869,Fully Paid
16100,36 months,545.04,C,C3,1,RENT,35000,Not Verified,debt_consolidation,CA,19.44,0,0,2000,0,20,0,15548,Fully Paid
7000,36 months,228.35,B,B4,3,MORTGAGE,55400,Source Verified,debt_consolidation,MN,16.77,6,0,2003,0,12,1,7072,Fully Paid
20000,36 months,628.49,A,A5,6,MORTGAGE,2.00E+05,Source Verified,debt_consolidation,IL,8.2,0,0,1989,0,5,0,28129,Fully Paid
7825,36 months,290.77,E,E1,10,OWN,55000,Source Verified,debt_consolidation,CA,11.94,0,0,2011,1,6,0,3706,Fully Paid
12000,36 months,368.45,A,A2,9,RENT,48000,Source Verified,credit_card,NJ,16.18,0,0,1998,0,8,0,13746,Fully Paid
16000,36 months,490.32,A,A2,10,MORTGAGE,65000,Not Verified,debt_consolidation,GA,29.23,0,0,1991,0,6,0,23709,Fully Paid
10000,60 months,248.48,D,D1,8,MORTGAGE,64000,Not Verified,debt_consolidation,LA,16.24,0,0,1998,2,13,0,7808,Fully Paid
24000,36 months,816.43,B,B5,10,MORTGAGE,134110,Source Verified,debt_consolidation,FL,18.14,1,0,1992,0,12,0,43760,Fully Paid
23000,36 months,719.57,A,A5,2,MORTGAGE,105000,Source Verified,debt_consolidation,CO,16.27,0,0,2003,0,9,0,18800,Fully Paid
17600,36 months,584.49,B,B3,10,MORTGAGE,109000,Source Verified,debt_consolidation,FL,5.16,0,0,1993,0,3,0,19543,Fully Paid
9000,36 months,281.62,A,A4,10,RENT,39000,Not Verified,credit_card,IL,14.43,0,0,1989,1,13,0,25382,Fully Paid
9250,36 months,304.43,B,B5,10,MORTGAGE,84000,Source Verified,credit_card,SC,16.07,0,0,1998,1,15,0,65451,Fully Paid
30000,60 months,692.93,C,C3,10,RENT,60000,Verified,debt_consolidation,CA,23.8,0,0,1988,1,7,0,14484,Charged Off
22000,36 months,744.99,C,C2,10,MORTGAGE,54000,Source Verified,debt_consolidation,CA,19.31,1,1,1992,2,6,0,14416,Fully Paid
7000,36 months,216.11,A,A3,0,MORTGAGE,79000,Not Verified,debt_consolidation,CO,21.67,0,0,1998,0,18,0,10690,Fully Paid
16500,36 months,523.93,A,A5,10,RENT,48000,Not Verified,credit_card,UT,13.1,0,0,2000,0,7,0,21329,Fully Paid
3500,36 months,123.56,D,D2,1,RENT,92000,Verified,major_purchase,WI,18.3,0,0,1988,4,16,0,11046,Charged Off
15000,36 months,489.31,B,B4,10,MORTGAGE,85000,Source Verified,credit_card,MD,16.94,0,0,2001,1,16,1,12792,Charged Off
19000,60 months,422.55,C,C1,10,MORTGAGE,90000,Not Verified,debt_consolidation,TX,6.91,1,0,1996,0,9,0,6569,Fully Paid
1875,36 months,58.67,A,A4,2,RENT,13000,Verified,car,WA,7.85,0,0,2008,0,5,0,201,Fully Paid
7500,36 months,258.67,C,C3,8,MORTGAGE,81590,Verified,debt_consolidation,NJ,16.91,0,0,1996,4,11,0,6824,Charged Off
12000,60 months,289.21,D,D1,10,MORTGAGE,71000,Not Verified,debt_consolidation,NC,21.86,0,0,2002,0,29,0,15725,Charged Off
10000,36 months,337.47,B,B4,10,RENT,79490,Source Verified,debt_consolidation,AZ,8.53,0,0,1998,1,12,0,8653,Fully Paid
22875,60 months,580.51,D,D4,2,MORTGAGE,45760,Not Verified,credit_card,VT,37.63,2,1,1991,0,14,0,34471,Fully Paid
21000,36 months,654.39,A,A3,2,MORTGAGE,414996,Verified,home_improvement,AZ,12.07,0,0,1996,2,23,0,354,Fully Paid
9775,36 months,341.79,D,D1,10,MORTGAGE,24493,Source Verified,debt_consolidation,FL,16.32,0,0,2000,0,6,0,8667,Charged Off
15350,36 months,574.38,E,E1,10,MORTGAGE,43600,Source Verified,debt_consolidation,TX,10.18,0,0,1985,0,10,0,19633,Fully Paid
11400,36 months,368.71,B,B1,10,MORTGAGE,78000,Not Verified,debt_consolidation,PA,24.08,0,0,1989,0,18,0,21315,Fully Paid
6600,36 months,205.28,A,A4,4,RENT,35000,Verified,credit_card,KS,13.37,0,0,2004,0,4,0,6508,Fully Paid
3900,36 months,141.49,D,D3,2,RENT,60000,Not Verified,debt_consolidation,NY,17.6,2,0,2002,0,11,0,10794,Fully Paid
20500,36 months,672.51,B,B2,5,MORTGAGE,82500,Verified,debt_consolidation,CA,12.84,0,0,1981,1,10,0,20874,Fully Paid
10275,36 months,354.43,C,C5,6,OWN,27040,Not Verified,credit_card,FL,16.96,0,0,2008,0,5,0,16439,Fully Paid
8600,36 months,290.23,B,B4,10,RENT,43000,Verified,debt_consolidation,PA,24.81,0,0,1999,0,9,0,5814,Charged Off
5000,36 months,166.91,B,B4,10,RENT,25000,Not Verified,credit_card,UT,14.35,0,0,1998,0,3,0,14592,Fully Paid
9375,36 months,310.09,B,B3,1,RENT,30000,Source Verified,debt_consolidation,LA,19.88,0,0,2007,0,6,0,4849,Charged Off
7500,36 months,253.11,B,B4,0,RENT,36000,Verified,debt_consolidation,IL,24.56,0,0,2004,0,12,0,5849,Fully Paid
10000,36 months,346.61,C,C5,10,RENT,34000,Not Verified,credit_card,PA,21.46,1,0,2007,0,10,0,9061,Fully Paid
11075,36 months,374.93,C,C3,10,MORTGAGE,44000,Not Verified,debt_consolidation,TX,17.68,0,0,1980,0,34,0,10500,Charged Off
2800,36 months,87.09,A,A4,0,MORTGAGE,85000,Source Verified,credit_card,DC,15.1,0,0,2003,1,13,0,6635,Fully Paid
20000,60 months,519.37,D,D4,8,MORTGAGE,80000,Source Verified,debt_consolidation,TX,16.71,0,0,1994,0,10,0,10483,Fully Paid
17000,36 months,582.35,C,C2,6,RENT,66000,Source Verified,debt_consolidation,CA,17.89,0,0,2006,1,9,0,6479,Fully Paid
2200,36 months,82.89,E,E1,10,MORTGAGE,44000,Not Verified,medical,LA,29.92,2,0,1996,1,8,0,3536,Fully Paid
35000,60 months,872.48,D,D4,10,MORTGAGE,95591,Verified,credit_card,FL,10.37,0,0,1995,1,8,0,25043,Fully Paid
8475,36 months,309.59,D,D3,10,RENT,48000,Not Verified,debt_consolidation,WV,18,0,0,1990,3,16,0,14700,Fully Paid
10000,36 months,349.55,D,D1,10,RENT,70000,Not Verified,debt_consolidation,NY,8.47,0,0,2006,0,5,0,14464,Fully Paid
17400,60 months,500.47,F,F3,10,OWN,180000,Source Verified,debt_consolidation,CA,1.91,0,0,2006,0,7,0,8818,Fully Paid
35000,60 months,790.82,C,C2,10,MORTGAGE,170000,Verified,debt_consolidation,GA,11.84,0,0,1987,0,8,0,44682,Fully Paid
3000,36 months,100.06,C,C1,3,MORTGAGE,60000,Source Verified,home_improvement,GA,23.42,0,0,2005,0,20,0,5982,Fully Paid
10000,36 months,318.79,B,B2,1,RENT,80000,Source Verified,debt_consolidation,CA,15.3,1,0,2001,0,19,0,15031,Fully Paid
20850,36 months,717.38,C,C2,10,MORTGAGE,83000,Source Verified,debt_consolidation,VA,17.95,2,0,1994,3,13,0,15830,Fully Paid
15000,36 months,451.73,A,A1,10,MORTGAGE,83000,Not Verified,credit_card,RI,14.01,0,0,1990,1,17,0,18429,Fully Paid
6000,36 months,192.93,B,B1,10,RENT,73000,Not Verified,debt_consolidation,KY,13.04,0,0,2004,0,7,0,4359,Fully Paid
6000,36 months,199.26,B,B3,3,MORTGAGE,33000,Source Verified,debt_consolidation,NV,14.51,0,0,2006,0,8,0,5669,Fully Paid
9000,36 months,327.59,D,D2,3,RENT,59500,Not Verified,other,CA,11.23,0,0,1999,1,7,0,10273,Fully Paid
8000,36 months,290.23,D,D2,3,RENT,33000,Not Verified,debt_consolidation,WA,29.09,0,0,2004,1,13,0,15987,Fully Paid
23350,60 months,631.7,E,E2,3,RENT,82999.92,Verified,debt_consolidation,WA,12.27,0,0,2002,0,8,0,12708,Fully Paid
22000,36 months,688.39,A,A4,10,MORTGAGE,175000,Source Verified,credit_card,MT,11.07,2,0,1998,0,12,0,20045,Fully Paid
4000,36 months,142.6,D,D3,8,MORTGAGE,28350.4,Not Verified,vacation,WV,26.67,0,0,1998,0,4,0,1873,Fully Paid
23875,60 months,497.58,B,B2,7,MORTGAGE,94200,Source Verified,credit_card,IL,25.36,0,0,1991,0,14,0,32747,Fully Paid
8000,36 months,282.41,C,C4,10,MORTGAGE,1.00E+05,Source Verified,debt_consolidation,AZ,14.44,2,0,1992,1,16,0,13164,Fully Paid
3000,36 months,104.9,D,D1,6,MORTGAGE,46000,Not Verified,other,AZ,12.56,0,0,2006,1,13,0,7097,Fully Paid
16000,36 months,500.58,A,A5,4,MORTGAGE,72000,Verified,credit_card,CA,6,0,0,2003,0,7,0,19536,Fully Paid
28000,36 months,956.84,C,C4,2,OWN,93000,Verified,debt_consolidation,RI,11.59,1,0,2000,2,21,0,22435,Fully Paid
5300,36 months,173.5,B,B4,1,RENT,40000,Source Verified,debt_consolidation,NC,14.76,1,0,2009,0,12,0,12188,Fully Paid
15000,36 months,544.17,D,D2,6,RENT,110000,Source Verified,debt_consolidation,NJ,15.36,1,0,2003,0,12,0,8414,Fully Paid
10000,36 months,321.32,B,B1,0,MORTGAGE,85000,Verified,debt_consolidation,NY,24.45,0,0,2000,0,12,0,15684,Fully Paid
5000,36 months,164.81,B,B5,10,MORTGAGE,56000,Source Verified,debt_consolidation,AR,8.04,1,1,1994,2,7,0,748,Fully Paid
16000,36 months,549.42,C,C1,10,RENT,61000,Not Verified,credit_card,IL,12.2,0,0,1999,0,7,0,8073,Fully Paid
7200,36 months,221.07,A,A2,10,MORTGAGE,52000,Not Verified,debt_consolidation,TX,12.77,0,0,1986,0,21,0,24231,Fully Paid
5325,36 months,166.58,A,A5,10,MORTGAGE,90000,Not Verified,debt_consolidation,MA,15.11,0,0,1998,0,8,0,15438,Fully Paid
20400,36 months,746.96,D,D4,4,RENT,105000,Source Verified,debt_consolidation,TX,30.04,0,0,1995,0,13,0,19745,Charged Off
20000,60 months,498.13,C,C5,1,RENT,120000,Verified,debt_consolidation,NJ,13.78,0,0,1984,1,17,0,22295,Fully Paid
12250,36 months,383.31,A,A4,6,MORTGAGE,70000,Not Verified,other,TX,15.21,0,0,2000,0,10,0,4340,Fully Paid
10000,36 months,334.01,C,C1,9,RENT,37802,Source Verified,debt_consolidation,FL,24.06,0,0,2008,0,6,0,5617,Fully Paid
35000,36 months,1233.96,C,C4,8,MORTGAGE,110000,Verified,debt_consolidation,AK,9.55,0,0,2006,1,10,0,21468,Fully Paid
5000,36 months,156.46,A,A4,7,OWN,30000,Not Verified,credit_card,PA,23.76,0,0,1995,0,8,0,7105,Fully Paid
18000,60 months,496.94,E,E4,2,RENT,44000,Verified,debt_consolidation,NY,23.97,1,0,2001,1,11,0,16346,Fully Paid
25000,36 months,795.11,B,B2,10,MORTGAGE,616000,Not Verified,small_business,FL,3.83,0,0,1997,5,12,0,148829,Charged Off
5000,36 months,167.73,B,B5,2,RENT,60400,Source Verified,wedding,FL,12.87,1,0,1990,1,3,0,7525,Fully Paid
15000,36 months,492.08,B,B2,10,MORTGAGE,120000,Source Verified,debt_consolidation,CA,17.98,1,0,1993,4,21,0,17946,Charged Off
9200,36 months,324.77,C,C4,1,MORTGAGE,66000,Source Verified,home_improvement,FL,19.51,2,0,1991,2,18,0,11318,Charged Off
6600,36 months,216.52,B,B2,2,RENT,40000,Not Verified,credit_card,OK,18.79,0,0,2005,2,16,0,7275,Fully Paid
7000,36 months,233.48,C,C1,10,OWN,40000,Verified,debt_consolidation,NC,15.2,0,0,1995,2,14,0,16110,Charged Off
25000,60 months,568.7,B,B5,6,MORTGAGE,160000,Source Verified,debt_consolidation,LA,19.14,0,0,1997,2,10,0,5970,Charged Off
10700,60 months,254.5,C,C4,5,MORTGAGE,83000,Not Verified,debt_consolidation,AL,13.2,0,0,1989,0,8,1,11736,Fully Paid
13950,60 months,331.8,C,C5,10,MORTGAGE,51000,Verified,debt_consolidation,WI,21.29,0,0,1993,0,10,0,25162,Fully Paid
4000,36 months,129.34,B,B4,0,RENT,36000,Not Verified,debt_consolidation,CO,7.07,0,0,2003,2,4,0,4220,Fully Paid
16000,36 months,570.37,D,D1,10,MORTGAGE,94000,Verified,debt_consolidation,TX,20.73,1,0,2003,1,9,0,4836,Fully Paid
5500,36 months,173.35,B,B1,2,MORTGAGE,49212,Source Verified,debt_consolidation,WI,11.27,0,0,2004,0,10,0,5226,Fully Paid
18350,60 months,442.45,D,D1,3,MORTGAGE,85000,Not Verified,debt_consolidation,AZ,14.38,0,0,2002,1,11,0,6919,Fully Paid
15850,36 months,593.01,E,E1,1,RENT,45000,Not Verified,other,NY,18.64,0,0,2001,0,8,0,9774,Charged Off
15000,36 months,494.86,B,B5,2,MORTGAGE,70000,Not Verified,credit_card,MA,5.52,1,0,2005,0,12,0,5326,Fully Paid
4725,36 months,180.82,E,E5,2,RENT,16000,Not Verified,debt_consolidation,PA,23.48,0,0,2004,0,16,0,11911,Fully Paid
10000,60 months,282.66,F,F3,0,RENT,109000,Verified,other,NY,8.25,0,0,2000,0,3,0,3377,Charged Off
5000,36 months,164.96,B,B5,4,RENT,45000,Not Verified,debt_consolidation,NY,7.27,0,0,2012,0,13,0,6050,Fully Paid
14400,36 months,474.45,B,B4,0,MORTGAGE,35000,Not Verified,credit_card,KS,17.66,0,0,1998,3,11,0,16801,Charged Off
12000,60 months,306.36,E,E1,1,MORTGAGE,40000,Not Verified,debt_consolidation,WA,24.42,0,0,2002,1,12,0,10816,Fully Paid
12000,60 months,317.86,D,D4,10,RENT,65000,Source Verified,debt_consolidation,MD,11.65,0,0,1991,0,6,2,13757,Fully Paid
5000,36 months,176.28,C,C4,1,RENT,35000,Source Verified,debt_consolidation,CT,17.35,0,0,2008,0,9,0,14188,Fully Paid
5000,36 months,166.77,C,C1,3,RENT,48000,Verified,car,OR,23.65,0,0,2001,0,11,1,10602,Charged Off
35000,60 months,893.54,E,E1,0,OWN,135000,Source Verified,home_improvement,KS,7.71,0,0,2001,2,16,0,22608,Fully Paid
14000,60 months,323.44,C,C1,2,MORTGAGE,66000,Source Verified,home_improvement,CA,23.4,0,0,1985,0,20,0,28270,Fully Paid
4800,36 months,150.2,A,A4,2,RENT,55200,Source Verified,other,CA,10.17,0,0,2000,4,9,0,2245,Fully Paid
26000,60 months,636.29,D,D2,10,RENT,65000,Source Verified,credit_card,NJ,37.15,0,0,1979,0,8,0,18639,Charged Off
12000,60 months,285.42,C,C5,6,RENT,61000,Source Verified,debt_consolidation,CA,17.09,0,0,2004,5,10,0,12186,Charged Off
5450,36 months,170.54,A,A4,10,RENT,25000,Source Verified,credit_card,AR,8.08,0,0,1994,2,5,0,4470,Fully Paid
6450,36 months,222.46,C,C3,2,RENT,14400,Not Verified,debt_consolidation,TX,10.83,0,0,2006,0,4,0,3579,Fully Paid
6075,36 months,224.29,D,D4,1,RENT,23000,Not Verified,debt_consolidation,WA,24.94,0,0,2001,2,7,1,4562,Charged Off
18000,60 months,424.83,C,C3,5,OWN,60000,Source Verified,debt_consolidation,TX,15.46,0,0,2007,3,8,0,4727,Charged Off
6000,36 months,200.12,C,C1,6,RENT,50000,Not Verified,debt_consolidation,PA,15.03,1,0,2004,1,18,0,5891,Fully Paid
10575,36 months,370.75,C,C3,2,MORTGAGE,90000,Not Verified,home_improvement,IL,24.85,0,0,1991,1,11,0,5557,Fully Paid
14000,36 months,477.06,C,C5,9,MORTGAGE,87000,Not Verified,debt_consolidation,TX,17.26,0,0,1990,0,11,0,43998,Charged Off
14000,36 months,494.21,C,C4,6,RENT,108000,Verified,debt_consolidation,UT,6.27,0,0,2006,2,4,0,9304,Fully Paid
17225,36 months,641.9,E,E3,7,MORTGAGE,48000,Source Verified,debt_consolidation,CA,32.02,0,0,1994,0,12,0,27077,Fully Paid
3625,36 months,130.8,D,D5,10,MORTGAGE,45000,Verified,other,AL,33.15,2,0,2001,2,6,0,907,Fully Paid
9600,36 months,315.49,B,B2,3,MORTGAGE,39996,Not Verified,other,OK,23.52,0,0,2000,2,9,0,8405,Charged Off
22000,60 months,538.4,C,C4,8,RENT,49272,Verified,debt_consolidation,CA,21.86,0,0,2001,0,13,0,25465,Fully Paid
11250,36 months,393.36,C,C5,4,RENT,60000,Verified,debt_consolidation,FL,23.1,0,0,2003,2,10,1,3493,Charged Off
20000,60 months,417.6,A,A5,0,MORTGAGE,112000,Source Verified,debt_consolidation,OH,14.02,0,0,1995,1,11,0,20272,Fully Paid
3950,36 months,135.89,C,C4,1,OWN,20000,Verified,debt_consolidation,FL,27.13,0,0,2011,0,12,0,4226,Fully Paid
12000,36 months,415.93,C,C5,0,MORTGAGE,75000,Not Verified,debt_consolidation,MA,12.1,1,0,1996,1,8,0,7205,Fully Paid
26325,60 months,785.07,G,G1,10,MORTGAGE,66000,Source Verified,credit_card,OH,11.87,0,0,1994,3,10,0,27783,Fully Paid
16000,36 months,551.91,C,C5,10,MORTGAGE,70000,Source Verified,debt_consolidation,WA,28.37,0,0,1997,1,8,0,38816,Charged Off
15000,36 months,464.95,A,A4,4,MORTGAGE,55000,Verified,debt_consolidation,MO,20.31,0,0,1995,0,11,1,9362,Fully Paid
5000,36 months,153.23,A,A2,2,RENT,58900,Not Verified,debt_consolidation,FL,3.75,0,0,2005,0,5,0,4769,Fully Paid
14400,60 months,362.31,D,D2,2,RENT,36000,Source Verified,debt_consolidation,CA,18.23,0,0,2000,0,7,0,10775,Charged Off
9550,36 months,326.82,B,B5,1,RENT,55000,Source Verified,debt_consolidation,IN,21.03,0,0,2002,1,15,0,4744,Fully Paid
4000,36 months,137.4,C,C4,3,MORTGAGE,45000,Source Verified,debt_consolidation,FL,10.05,0,0,2006,1,5,0,3928,Fully Paid
6000,36 months,180.69,A,A1,10,MORTGAGE,105000,Not Verified,home_improvement,WA,4.49,0,0,1998,1,9,0,4806,Fully Paid
8000,36 months,266.18,B,B3,4,RENT,45000,Not Verified,credit_card,NY,12.35,0,0,2001,0,12,0,9835,Fully Paid
17500,60 months,442.2,D,D1,10,MORTGAGE,65000,Verified,debt_consolidation,FL,17.89,0,0,1996,1,11,0,13826,Fully Paid
15000,36 months,480.43,B,B2,10,OWN,85000,Not Verified,debt_consolidation,NC,27.36,0,0,2001,1,19,0,48210,Fully Paid
24925,60 months,584.24,C,C1,6,OWN,67000,Source Verified,debt_consolidation,KS,20.61,1,0,2000,4,17,0,2139,Fully Paid
21825,60 months,569.04,E,E2,5,OWN,50000,Source Verified,credit_card,FL,16.78,0,0,1999,0,12,0,15265,Fully Paid
15475,60 months,391.79,D,D5,2,MORTGAGE,31000,Source Verified,debt_consolidation,OH,34.61,0,0,1998,1,9,0,16945,Charged Off
8000,36 months,261.88,B,B4,10,MORTGAGE,1.00E+05,Source Verified,debt_consolidation,WA,9.88,0,0,1998,0,14,0,71440,Charged Off
12000,36 months,412.06,C,C1,5,RENT,60000,Verified,debt_consolidation,MA,19.22,0,0,1994,2,13,0,5279,Fully Paid
3075,36 months,100.3,B,B2,2,MORTGAGE,43000,Source Verified,debt_consolidation,OK,30.22,0,0,2000,3,7,0,534,Fully Paid
24000,36 months,762.08,A,A5,4,RENT,260000,Source Verified,debt_consolidation,CA,6.14,0,0,1990,1,7,0,16916,Fully Paid
14000,36 months,521.72,E,E3,7,MORTGAGE,71900,Not Verified,debt_consolidation,CA,14.1,1,0,1996,1,15,2,3887,Charged Off
27650,36 months,949.45,C,C2,10,OWN,62000,Verified,debt_consolidation,IN,13.84,0,0,1996,0,16,0,25287,Fully Paid
35000,60 months,880.61,D,D4,10,MORTGAGE,95000,Verified,debt_consolidation,VA,14.51,1,1,1987,0,13,0,20762,Fully Paid
16975,36 months,633.54,D,D5,0,RENT,80000,Not Verified,debt_consolidation,GA,26.54,0,0,2002,0,18,0,16990,Fully Paid
8400,36 months,285.18,B,B5,2,RENT,30000,Not Verified,debt_consolidation,CO,3.27,0,0,1987,0,7,0,6401,Fully Paid
30000,60 months,718.59,C,C2,10,MORTGAGE,135000,Verified,debt_consolidation,VA,18.57,0,0,1995,0,10,0,70495,Fully Paid
30625,60 months,811.21,E,E3,9,MORTGAGE,61422,Verified,credit_card,MI,23.82,0,0,2001,0,11,0,36533,Charged Off
10000,36 months,317.54,A,A5,2,MORTGAGE,90000,Verified,debt_consolidation,IL,23.55,0,0,1991,0,14,0,47150,Fully Paid
10000,36 months,309.32,A,A3,7,RENT,70000,Verified,debt_consolidation,MA,7.01,0,0,1998,1,8,1,3440,Fully Paid
5500,36 months,187.1,B,B5,10,MORTGAGE,150000,Not Verified,home_improvement,NC,10.27,1,0,1996,2,8,1,94,Fully Paid
20000,60 months,556.37,E,E2,10,MORTGAGE,76000,Source Verified,debt_consolidation,CA,10.97,0,0,2004,2,10,0,13833,Fully Paid
7125,36 months,240.45,B,B4,0,RENT,30000,Verified,debt_consolidation,HI,32.83,0,0,2000,0,12,0,5469,Fully Paid
21850,36 months,771.32,C,C4,2,OWN,50000,Verified,debt_consolidation,OK,15.96,0,0,2007,0,7,0,13689,Fully Paid
6250,36 months,210.74,B,B5,4,RENT,24000,Verified,debt_consolidation,NC,27.95,0,0,1991,1,9,2,4864,Charged Off
