funded_amnt,term,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,acc_now_delinq,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal
35000,36 months,1107.63,B,B1,0,RENT,270000,Source Verified,credit_card,CA,9.9,0,0,1996,0,9,0,7974
6000,36 months,204.05,C,C1,7,RENT,27000,Source Verified,credit_card,PA,30.49,0,0,2004,0,15,0,5324
12850,36 months,421.55,B,B2,1,RENT,90000,Source Verified,credit_card,CA,19.58,0,0,2000,0,21,0,20610
8500,36 months,298.34,C,C4,10,OWN,40000,Verified,debt_consolidation,NY,9.18,0,0,1989,0,10,4,7227
33150,60 months,972.81,F,F4,8,MORTGAGE,79000,Verified,debt_consolidation,OK,25.26,0,0,1984,1,15,2,24263
12250,60 months,287.14,C,C2,0,RENT,35000,Verified,debt_consolidation,VA,26.13,0,0,1995,0,7,0,15280
5000,36 months,168.74,B,B4,10,OWN,60000,Not Verified,credit_card,NY,14.02,0,0,2003,0,9,0,8557
8000,36 months,275.33,C,C4,6,OWN,130000,Not Verified,home_improvement,TX,9.23,2,0,1984,2,8,0,1452
19000,36 months,684.71,D,D1,3,RENT,45000,Not Verified,credit_card,GA,17.17,0,0,2003,0,11,0,13823
7000,36 months,232.91,B,B3,6,MORTGAGE,37440,Verified,debt_consolidation,FL,19.65,0,0,2000,0,10,1,4528
7000,36 months,229.14,B,B3,10,RENT,35000,Not Verified,debt_consolidation,MS,25.41,0,0,2001,2,20,0,8207
5050,36 months,199.46,F,F3,7,RENT,23700,Source Verified,debt_consolidation,NM,32.2,0,0,2004,5,7,0,4640
8000,36 months,270.91,C,C2,2,MORTGAGE,60000,Not Verified,medical,TN,16.56,0,0,2001,0,22,1,8801
21000,36 months,751.54,D,D2,9,MORTGAGE,54800,Not Verified,car,NC,17.61,3,0,2005,0,6,1,104
25000,60 months,629.01,D,D2,8,MORTGAGE,95000,Source Verified,debt_consolidation,OH,14.22,0,0,2002,0,8,1,38246
20000,60 months,524,D,D5,10,MORTGAGE,72000,Verified,debt_consolidation,AL,34.77,0,0,2000,3,24,0,20654
10000,36 months,346.56,C,C3,7,OWN,54000,Not Verified,debt_consolidation,CT,12.73,0,0,1979,0,6,0,5320
18350,36 months,627.08,C,C4,6,OWN,86000,Source Verified,home_improvement,TX,20.28,0,0,2001,2,11,1,2791
18275,60 months,531.06,F,F3,3,MORTGAGE,43680,Not Verified,debt_consolidation,NV,8.54,1,0,2006,0,11,0,9738
4000,36 months,137.96,C,C3,9,MORTGAGE,51830,Verified,home_improvement,AZ,3.5,0,0,1998,2,4,0,1053
19775,36 months,698.07,D,D1,10,OWN,43000,Source Verified,home_improvement,MN,28.41,1,0,1994,1,4,0,6804
3200,36 months,111.91,D,D1,3,RENT,42000,Not Verified,major_purchase,CA,8.43,0,0,2003,0,2,0,8102
15000,36 months,480.43,B,B2,9,RENT,70000,Not Verified,debt_consolidation,MN,14.59,1,0,1997,0,11,0,17428
3625,36 months,117.81,B,B2,4,OWN,147000,Source Verified,credit_card,GA,7,0,0,1995,0,10,0,6045
20000,36 months,712.96,D,D1,10,MORTGAGE,1.00E+05,Not Verified,credit_card,RI,22.8,0,0,1994,1,9,0,21974
12000,36 months,438.36,D,D3,10,MORTGAGE,60000,Verified,debt_consolidation,TX,11.88,1,0,1988,0,11,0,8615
10000,36 months,307.04,A,A2,0,OWN,41600,Verified,debt_consolidation,CA,30.28,0,0,2002,0,8,0,8814
20000,36 months,608.72,A,A1,10,MORTGAGE,87404,Verified,debt_consolidation,CA,17.84,0,0,1993,0,17,0,16131
7500,36 months,253.9,C,C3,8,OWN,56526.6,Not Verified,debt_consolidation,TX,26.77,1,0,2005,0,9,0,6449
8000,36 months,255.04,B,B2,1,RENT,41600,Source Verified,credit_card,CA,13.7,0,0,2003,0,9,0,10736
20000,60 months,458.45,C,C3,6,MORTGAGE,68598,Source Verified,debt_consolidation,NJ,31.53,0,0,2003,0,17,0,21505
15500,36 months,485,A,A4,0,RENT,68000,Source Verified,debt_consolidation,NY,11.54,0,0,2002,1,17,0,15524
24000,60 months,690.3,E,E2,4,MORTGAGE,75000,Verified,debt_consolidation,NY,15.66,0,0,2005,1,14,0,6360
18700,36 months,672.03,D,D4,5,RENT,75000,Source Verified,home_improvement,PA,18.64,0,0,1997,1,8,1,3748
9000,36 months,298.89,B,B3,10,RENT,35000,Verified,debt_consolidation,PA,19.96,0,0,1981,0,9,1,6454
16500,36 months,540.12,B,B3,10,RENT,72037,Not Verified,debt_consolidation,NY,20.58,0,0,1982,0,8,0,10485
33950,36 months,1154.9,B,B5,5,MORTGAGE,76000,Verified,debt_consolidation,AZ,20.5,0,0,2000,1,11,0,55822
9500,36 months,301.66,A,A5,10,MORTGAGE,46000,Verified,debt_consolidation,TX,28.36,0,0,2005,0,12,0,4937
22300,60 months,526.43,C,C5,10,MORTGAGE,48500,Not Verified,debt_consolidation,CA,6.06,0,0,2001,0,16,0,5929
20000,60 months,475.59,C,C3,10,RENT,70000,Source Verified,credit_card,MA,12.27,0,0,1995,0,10,0,9888
35000,36 months,1247.68,D,D1,10,MORTGAGE,130000,Source Verified,debt_consolidation,NC,21.32,0,0,2004,0,13,0,38071
8000,36 months,266.83,C,C1,9,RENT,48000,Not Verified,debt_consolidation,AZ,18.33,1,0,1989,3,17,1,1611
3000,36 months,103.49,C,C2,3,RENT,16000,Verified,debt_consolidation,MN,16.96,0,0,2007,1,11,0,2575
4500,36 months,154.53,C,C1,1,RENT,52000,Not Verified,credit_card,CT,5.62,1,0,2008,0,4,0,619
11000,60 months,265.23,D,D1,4,MORTGAGE,96455,Source Verified,debt_consolidation,NV,9.17,0,0,2003,4,10,1,1455
9000,36 months,299.45,B,B3,2,RENT,30000,Source Verified,debt_consolidation,MD,21.28,0,0,2004,0,9,0,8911
15000,36 months,499.08,B,B3,2,RENT,43475,Not Verified,debt_consolidation,CA,12.06,0,0,2000,0,4,0,14832
15100,36 months,517.26,C,C2,3,MORTGAGE,36000,Source Verified,debt_consolidation,LA,14.92,0,0,2003,0,6,0,10208
24000,36 months,770.7,B,B1,10,OWN,56000,Source Verified,debt_consolidation,NC,24.43,4,0,1993,1,18,0,16272
11700,36 months,425.87,D,D2,10,RENT,33600,Source Verified,debt_consolidation,CA,21.7,0,0,2006,0,10,0,20406
8000,36 months,264,B,B3,6,MORTGAGE,29000,Not Verified,credit_card,MI,24.87,0,0,1998,0,3,1,4686
9000,36 months,278.48,A,A3,10,RENT,140000,Not Verified,car,NJ,7.96,0,0,1998,0,7,0,29566
21000,36 months,744.43,D,D1,7,RENT,113000,Verified,debt_consolidation,IL,12.48,0,0,1989,2,4,1,34421
12000,36 months,395.55,B,B5,3,MORTGAGE,70000,Verified,debt_consolidation,RI,8.18,0,0,1996,0,10,1,4020
35000,36 months,1213.12,C,C5,0,RENT,2.00E+05,Verified,debt_consolidation,NY,6.26,0,0,2007,1,13,0,28575
32000,36 months,1057.83,B,B4,7,MORTGAGE,85000,Verified,debt_consolidation,KS,18.07,0,0,2001,0,14,0,20984
14400,60 months,433.2,E,E5,10,MORTGAGE,90000,Source Verified,debt_consolidation,RI,1.59,0,0,1999,0,6,0,5724
15950,36 months,604.94,D,D5,10,OWN,42000,Verified,debt_consolidation,TX,30.66,4,0,1992,0,13,0,6069
11950,36 months,402.59,C,C1,0,MORTGAGE,33000,Source Verified,debt_consolidation,FL,11.75,0,0,1999,0,11,0,16457
19200,36 months,609.67,A,A5,8,MORTGAGE,92000,Verified,major_purchase,NJ,26.69,0,0,2005,3,13,0,14603
6600,36 months,246.94,E,E2,10,OWN,93080,Source Verified,debt_consolidation,MD,18.62,0,0,1999,0,22,1,11170
15000,60 months,348.95,C,C3,8,RENT,139000,Not Verified,car,AL,7.62,2,0,1997,1,13,0,4580
25000,60 months,733.64,E,E4,10,RENT,88000,Not Verified,other,CA,1.09,0,0,2002,1,3,0,2718
6000,36 months,185.98,A,A4,0,RENT,53000,Not Verified,debt_consolidation,VA,21.56,0,0,1998,2,21,1,5498
15950,60 months,330.33,A,A5,4,MORTGAGE,85200,Not Verified,car,HI,2.7,1,0,1996,0,5,0,9081
15600,36 months,556.11,D,D1,0,RENT,60500,Source Verified,debt_consolidation,CA,22.99,0,0,2011,1,18,1,3802
10000,36 months,360.83,D,D5,4,MORTGAGE,114000,Source Verified,vacation,CO,15.96,0,0,2005,2,8,0,14577
4800,36 months,164.27,B,B5,6,MORTGAGE,72000,Not Verified,credit_card,WA,15.6,0,0,2002,1,11,0,8645
10000,60 months,253.18,D,D5,10,MORTGAGE,48000,Verified,debt_consolidation,MN,35.15,0,0,1999,0,13,0,17280
12000,36 months,404.97,B,B4,10,RENT,46000,Not Verified,debt_consolidation,WA,22.04,0,0,1997,1,9,0,10457
24000,60 months,506.99,B,B3,6,OWN,1.00E+05,Not Verified,debt_consolidation,WI,18.54,0,0,2004,0,16,0,5389
16000,36 months,514.1,B,B1,3,RENT,63000,Verified,debt_consolidation,CA,8.08,0,0,1993,3,8,0,20294
11000,36 months,360.08,B,B2,10,MORTGAGE,30000,Source Verified,debt_consolidation,OH,20.72,0,0,1993,0,8,0,9072
35000,60 months,970.65,E,E4,2,RENT,104000,Source Verified,debt_consolidation,IL,19.27,1,0,1986,3,19,0,65019
11700,60 months,276.2,C,C2,5,MORTGAGE,50000,Verified,debt_consolidation,TX,29.54,0,0,1997,1,8,0,6768
10000,36 months,321.13,B,B1,10,MORTGAGE,72000,Source Verified,debt_consolidation,CA,18.43,0,0,2002,4,18,1,2536
7000,60 months,174.99,C,C5,0,RENT,67500,Verified,debt_consolidation,OH,23.56,3,0,1984,0,11,0,13347
21500,60 months,473.17,B,B5,10,OWN,59000,Source Verified,credit_card,NE,31.16,1,0,1977,0,11,0,27251
18000,36 months,571.56,A,A5,2,RENT,50000,Not Verified,debt_consolidation,FL,19.4,1,0,1984,1,11,0,16092
17525,36 months,550.63,B,B1,4,MORTGAGE,80000,Not Verified,debt_consolidation,WA,13.58,0,0,1995,0,11,0,6751
7000,36 months,219,A,A5,10,MORTGAGE,52684,Not Verified,debt_consolidation,GA,20.82,0,0,1984,2,8,3,12512
20000,36 months,670.9,C,C2,5,RENT,53000,Source Verified,credit_card,NY,13.99,0,0,2006,0,4,0,14661
20000,36 months,680.36,C,C3,1,MORTGAGE,46000,Verified,debt_consolidation,MN,23.66,2,0,1989,1,15,0,12631
27975,60 months,718.63,E,E1,10,OWN,61000,Source Verified,debt_consolidation,NC,28.43,0,0,1992,1,6,0,19518
19800,60 months,535.55,E,E4,10,MORTGAGE,108000,Verified,debt_consolidation,WV,16.29,0,0,1999,0,18,0,19899
25000,36 months,779.84,A,A4,3,MORTGAGE,140000,Verified,debt_consolidation,CA,17.95,0,0,1995,0,11,0,8146
16425,36 months,557.31,C,C1,1,RENT,45000,Verified,debt_consolidation,VA,23.01,1,0,1994,0,22,0,8418
35000,60 months,1043.37,F,F5,10,RENT,116000,Not Verified,other,AZ,31.64,0,0,1991,3,10,0,65512
2000,36 months,67.38,C,C2,10,MORTGAGE,76876.8,Not Verified,other,KS,27.51,0,0,2001,0,12,0,25113
12000,36 months,413.94,C,C5,9,RENT,50000,Not Verified,debt_consolidation,CA,8.09,0,0,2005,1,8,0,12213
14950,36 months,483.52,B,B1,6,MORTGAGE,56900,Not Verified,debt_consolidation,CA,9.78,0,0,2001,0,11,0,16168
19000,36 months,605.7,B,B1,0,MORTGAGE,49000,Not Verified,debt_consolidation,NC,18.64,0,0,1995,1,18,0,21390
6400,36 months,206.48,B,B3,2,RENT,72000,Not Verified,credit_card,IN,10.42,0,0,2008,0,10,0,7979
16000,36 months,532.35,B,B3,6,RENT,74000,Not Verified,other,CA,15.02,0,0,1997,3,10,0,14734
10000,36 months,336.9,C,C1,1,RENT,33000,Not Verified,debt_consolidation,CO,11.53,0,0,2010,0,23,0,9700
1600,36 months,50.81,A,A5,5,OWN,125000,Not Verified,debt_consolidation,TX,9,0,0,1994,0,7,0,10883
20000,60 months,512.13,E,E2,8,MORTGAGE,115000,Not Verified,debt_consolidation,RI,7.78,0,0,1997,2,7,0,12340
15000,60 months,326.07,B,B4,0,RENT,40000,Source Verified,credit_card,TX,17.55,0,0,2002,0,8,1,22933
25000,36 months,752.87,A,A1,2,MORTGAGE,150000,Verified,debt_consolidation,GA,20.5,0,0,2001,0,9,0,13544
15000,60 months,372.71,D,D3,8,MORTGAGE,80000,Not Verified,debt_consolidation,FL,18.65,0,0,1987,2,11,1,7633
28000,36 months,876.13,A,A4,3,MORTGAGE,75500,Source Verified,credit_card,PA,19.8,0,0,2002,4,22,0,3683
25000,36 months,777.55,A,A4,6,RENT,95000,Source Verified,house,AK,22.83,0,0,2001,1,14,0,34098
20000,36 months,691.75,D,D1,3,MORTGAGE,95000,Verified,wedding,CA,16.67,0,0,1999,1,13,0,9069
8000,36 months,285.19,D,D3,0,RENT,45000,Not Verified,debt_consolidation,MI,10.21,0,0,2007,0,6,0,10331
26500,60 months,695.03,E,E3,3,RENT,63149.68,Verified,debt_consolidation,OR,21.22,0,0,2000,0,10,0,39909
7000,36 months,244.76,C,C5,10,MORTGAGE,70000,Not Verified,home_improvement,NY,29.9,1,0,1998,1,13,0,143415
7000,36 months,229.14,B,B4,2,RENT,23000,Source Verified,debt_consolidation,IL,11.85,0,0,2001,0,10,0,6443
25000,60 months,602.79,C,C5,7,OWN,65000,Source Verified,debt_consolidation,LA,19,2,0,1998,1,8,1,5493
20250,60 months,576.69,F,F1,10,MORTGAGE,181251,Verified,debt_consolidation,LA,14.63,2,0,1979,3,34,0,125944
16800,36 months,523.52,A,A3,10,MORTGAGE,120000,Not Verified,credit_card,NC,10.47,0,0,1994,2,11,0,66254
5000,36 months,188.84,E,E3,1,RENT,40000,Source Verified,debt_consolidation,TN,21.75,0,0,2010,0,8,0,4854
20000,36 months,630.34,A,A5,3,RENT,97500,Source Verified,credit_card,DC,13.33,3,0,1999,1,10,0,17084
12000,36 months,404.27,B,B4,0,MORTGAGE,90000,Not Verified,credit_card,NV,11.97,0,0,2007,0,10,0,7331
13000,60 months,285.52,B,B4,10,RENT,57000,Not Verified,credit_card,TX,10.97,0,0,2001,0,16,0,17346
22800,60 months,510.53,C,C1,10,MORTGAGE,73000,Verified,credit_card,MI,22.78,0,0,1987,0,16,0,26411
20000,60 months,456.19,B,B4,10,MORTGAGE,115000,Verified,home_improvement,NY,12.45,0,0,2003,3,11,0,9864
31000,60 months,681.31,B,B5,10,MORTGAGE,145000,Source Verified,credit_card,TX,13.08,0,0,1992,1,8,0,11756
2650,36 months,93.89,D,D2,9,MORTGAGE,46000,Not Verified,major_purchase,KS,21.39,0,0,1998,0,11,0,5583
15000,36 months,529.51,C,C4,4,MORTGAGE,130000,Not Verified,debt_consolidation,OH,22.93,0,0,1994,2,24,0,13499
12000,60 months,244.41,A,A5,0,RENT,140400,Not Verified,debt_consolidation,CA,6.94,0,0,1999,1,10,0,23034
3000,36 months,101.07,C,C2,10,OWN,50000,Verified,debt_consolidation,MI,20.28,0,0,2004,1,12,0,11020
11000,60 months,265.11,C,C5,5,OWN,190000,Source Verified,major_purchase,CA,16.27,0,0,1994,0,10,0,63211
6000,36 months,199.63,B,B3,6,RENT,50000,Verified,credit_card,FL,32.28,0,0,1998,0,18,0,13780
20000,36 months,668.02,C,C1,2,MORTGAGE,80000,Source Verified,debt_consolidation,RI,26.5,2,0,1980,0,13,0,25294
8000,36 months,269.52,C,C1,2,RENT,61200,Not Verified,credit_card,NY,6.72,1,0,1983,0,8,0,12264
5000,36 months,174.09,C,C5,4,RENT,18000,Source Verified,debt_consolidation,NY,20.2,0,0,2005,0,8,0,4708
12000,36 months,361.38,A,A1,1,MORTGAGE,78000,Not Verified,credit_card,MI,17.99,0,0,2001,1,8,0,12015
10500,36 months,341.97,B,B2,5,RENT,57603.23,Not Verified,credit_card,CA,10.98,0,0,2001,0,6,0,9434
15000,36 months,456.54,A,A1,2,MORTGAGE,1.00E+05,Source Verified,debt_consolidation,TX,15,0,0,1993,1,16,0,13614
3200,36 months,108.86,C,C3,10,RENT,110000,Source Verified,debt_consolidation,NJ,17.22,0,0,2000,3,25,1,16502
5000,36 months,169.63,C,C3,10,MORTGAGE,60000,Not Verified,other,MA,6.52,0,0,2005,0,5,0,14281
20000,36 months,614.08,A,A2,1,MORTGAGE,280000,Verified,credit_card,TX,8.04,0,0,1992,2,18,0,31534
3000,36 months,104.9,D,D1,10,RENT,60000,Not Verified,moving,CA,12.04,1,0,1999,1,9,0,8308
11225,36 months,379.19,C,C3,0,RENT,29600,Source Verified,credit_card,VA,10.91,0,0,2011,0,5,0,4464
4000,36 months,142.6,D,D3,5,OWN,40000,Not Verified,credit_card,CA,5.31,1,0,2002,2,13,0,2280
12000,36 months,385.86,B,B1,5,MORTGAGE,61000,Verified,credit_card,IL,15.3,0,0,2001,0,12,0,17843
10000,36 months,329.72,B,B5,8,MORTGAGE,70000,Source Verified,home_improvement,CA,14.52,0,0,2006,0,7,0,54773
8325,36 months,276.99,B,B3,1,RENT,24000,Not Verified,other,NY,11.3,0,0,2006,0,9,0,8749
10000,60 months,270.48,E,E5,3,MORTGAGE,75000,Verified,debt_consolidation,CA,15.23,0,0,2006,0,9,0,5731
18000,36 months,584.96,B,B2,3,RENT,90000,Not Verified,debt_consolidation,NJ,14.73,0,0,1993,0,8,0,18401
4800,36 months,167.13,C,C2,7,RENT,25000,Verified,debt_consolidation,FL,19.83,0,0,1999,1,11,0,7188
12075,36 months,416.46,C,C3,6,RENT,45000,Verified,small_business,CO,27.15,0,0,1999,0,16,1,9432
8000,36 months,250.33,A,A4,1,RENT,90000,Verified,debt_consolidation,FL,24.51,1,0,1998,1,14,0,12787
6075,36 months,205.22,C,C3,10,RENT,39000,Not Verified,other,WA,18.4,0,0,1993,0,4,1,592
18000,60 months,366.53,B,B1,10,MORTGAGE,107000,Not Verified,debt_consolidation,NY,20.37,0,0,1997,0,14,0,7144
9000,36 months,301.56,D,D1,10,RENT,33600,Not Verified,debt_consolidation,CT,14.68,1,0,1995,0,6,0,14371
7000,36 months,230.74,B,B5,0,RENT,119000,Verified,debt_consolidation,VA,18.31,0,0,1997,0,14,0,33107
10500,36 months,347.1,B,B4,10,RENT,85000,Source Verified,credit_card,MA,12.27,0,0,1998,1,15,0,8826
20000,36 months,699.1,D,D1,10,MORTGAGE,104000,Source Verified,debt_consolidation,OH,36.42,2,0,1997,0,14,0,3256
3000,36 months,99.23,B,B3,9,MORTGAGE,40000,Not Verified,home_improvement,OH,15.45,0,0,1997,1,3,0,1277
12000,36 months,369.93,A,A3,3,MORTGAGE,61000,Not Verified,debt_consolidation,OH,12.89,0,0,2002,0,13,0,17234
1000,36 months,33.57,C,C1,2,RENT,29000,Source Verified,major_purchase,WI,25.75,0,0,2012,0,8,0,5286
2000,36 months,64.43,B,B1,3,RENT,50450,Not Verified,other,CA,8.99,0,0,2005,0,4,0,1274
12000,36 months,423.61,C,C4,4,RENT,75000,Not Verified,credit_card,WA,11.97,0,0,2000,0,6,0,7898
12000,36 months,395.37,B,B4,2,RENT,140000,Not Verified,debt_consolidation,CO,23.52,3,0,2002,0,11,1,9060
9000,36 months,293.59,B,B4,1,MORTGAGE,85000,Not Verified,debt_consolidation,VA,22.14,1,0,2000,0,12,0,10636
11000,36 months,342.12,A,A4,10,MORTGAGE,140000,Not Verified,debt_consolidation,TX,11.89,0,0,1989,1,21,0,22499
13625,36 months,506.29,E,E3,0,RENT,38000,Verified,small_business,NY,7.18,0,0,2001,0,4,0,7129
8400,36 months,271.01,B,B3,4,MORTGAGE,112980,Not Verified,home_improvement,OH,16.24,0,0,1991,0,16,0,9392
30000,36 months,982.02,B,B4,8,MORTGAGE,308000,Verified,debt_consolidation,FL,9.94,1,0,2002,0,8,0,48980
10000,36 months,332.1,B,B3,10,RENT,168000,Verified,credit_card,TX,20.64,0,0,1985,0,16,13,6140
16550,36 months,605.32,E,E2,10,RENT,46000,Verified,debt_consolidation,CA,29.66,0,0,1997,0,6,1,11938
5000,36 months,164.96,B,B5,9,RENT,85000,Not Verified,medical,NY,16.6,3,0,2006,1,7,0,5213
10400,36 months,316.53,A,A1,10,MORTGAGE,75000,Not Verified,debt_consolidation,CA,3.51,0,0,1985,0,13,0,13954
15000,36 months,472.75,A,A5,10,MORTGAGE,55000,Source Verified,debt_consolidation,NJ,17.61,1,0,1998,0,6,0,5382
6600,36 months,218.18,B,B4,10,RENT,60000,Verified,home_improvement,VT,12.2,0,0,1997,3,5,0,1225
20000,36 months,625.72,A,A5,10,RENT,130000,Verified,debt_consolidation,CA,14.35,0,0,1999,1,8,0,19134
15000,60 months,371.02,C,C5,9,MORTGAGE,75000,Verified,credit_card,CT,11.46,0,0,2000,1,15,0,11489
17000,36 months,568.06,B,B4,6,MORTGAGE,50000,Source Verified,debt_consolidation,VA,13.94,0,0,2001,0,11,0,11386
13000,36 months,425.55,B,B2,9,MORTGAGE,150000,Source Verified,home_improvement,AZ,10.58,3,0,1995,0,14,0,6522
35000,60 months,986.47,F,F1,4,MORTGAGE,141000,Verified,debt_consolidation,NJ,22.66,1,0,1995,1,18,0,34205
5000,36 months,168.17,C,C1,0,RENT,39996,Not Verified,other,WA,3,0,0,2006,0,6,0,4009
3000,36 months,100.7,C,C1,0,MORTGAGE,65000,Not Verified,other,NJ,0.68,0,0,1991,0,6,1,17806
8675,36 months,307.35,D,D2,7,RENT,38500,Verified,debt_consolidation,TX,33.29,3,0,1994,1,14,0,5808
3600,36 months,121.29,B,B5,1,RENT,31000,Not Verified,credit_card,TX,7.2,0,0,1990,0,4,0,9216
32000,36 months,1074.98,C,C1,4,RENT,250000,Source Verified,credit_card,PA,6.16,0,0,1992,1,9,0,16428
3150,36 months,104.62,B,B3,7,OWN,1.00E+05,Not Verified,credit_card,TX,1.76,1,0,1995,0,6,1,3427
6000,36 months,193.58,B,B3,10,RENT,53000,Verified,credit_card,VT,38.61,0,0,2001,0,15,1,8158
15800,60 months,427.45,E,E1,10,MORTGAGE,45000,Verified,debt_consolidation,OH,30.61,3,0,1998,0,9,0,8961
11000,36 months,337.75,A,A2,10,RENT,65000,Verified,debt_consolidation,HI,26.66,0,0,2000,0,13,0,12799
10000,36 months,366.82,D,D4,10,RENT,32000,Not Verified,credit_card,NY,22.91,0,0,2007,0,11,0,14559
25000,60 months,621.18,D,D3,4,RENT,68000,Verified,debt_consolidation,NJ,19.98,0,0,2006,0,9,0,15121
8400,60 months,208.72,D,D3,6,MORTGAGE,60000,Source Verified,home_improvement,IL,17,0,0,2006,4,6,0,4428
12600,36 months,461.36,D,D4,10,MORTGAGE,30000,Verified,debt_consolidation,TN,18.52,0,0,2002,0,9,0,17145
7025,36 months,215.44,A,A4,0,RENT,36500,Not Verified,debt_consolidation,NY,15.32,0,0,1994,1,5,0,18734
4000,36 months,141.11,C,C5,10,RENT,49000,Not Verified,other,MD,26.55,0,0,2000,1,5,0,7515
35000,36 months,1123.94,B,B1,10,MORTGAGE,250000,Verified,debt_consolidation,TN,11.69,1,0,1989,2,11,0,32206
3000,36 months,101.07,B,B4,10,MORTGAGE,52000,Not Verified,debt_consolidation,GA,4.32,0,0,2001,0,8,0,3207
6000,36 months,191.28,B,B1,8,MORTGAGE,40000,Source Verified,debt_consolidation,CA,22.92,0,0,2001,1,11,0,6383
25000,36 months,858.46,C,C1,3,RENT,75000,Verified,credit_card,MD,15.1,0,0,2005,1,9,0,6599
12000,36 months,395.89,B,B5,7,RENT,65000,Verified,debt_consolidation,PA,33.23,0,0,1993,2,14,0,14435
4800,36 months,164.03,C,C4,10,RENT,65974,Verified,medical,CA,21.19,1,0,2001,3,20,0,11846
9000,60 months,243.49,E,E1,10,OWN,52000,Verified,other,NV,7.48,1,0,1998,0,4,0,13523
6000,36 months,200.7,B,B5,3,RENT,87630,Not Verified,debt_consolidation,CA,6.89,0,0,1998,1,5,0,13816
20000,36 months,608.72,A,A1,0,MORTGAGE,53300,Source Verified,debt_consolidation,CO,20.43,0,0,1993,1,8,0,13111
10000,36 months,344.9,C,C3,2,RENT,40000,Source Verified,debt_consolidation,NJ,32.97,0,0,2003,0,12,0,12137
20000,36 months,659.81,B,B5,10,OWN,50000,Not Verified,credit_card,OH,12.75,0,0,1996,0,20,0,10073
13200,36 months,423.89,B,B1,8,MORTGAGE,102000,Source Verified,home_improvement,CO,12.4,0,0,1997,1,6,0,6070
12000,36 months,385.86,B,B1,2,MORTGAGE,140000,Source Verified,credit_card,NC,12.8,0,0,2004,0,10,0,10324
35000,36 months,1179.12,C,C2,3,MORTGAGE,158000,Verified,credit_card,CA,20.11,0,0,1984,0,9,0,264938
15000,60 months,440.19,F,F3,3,MORTGAGE,30000,Not Verified,debt_consolidation,NJ,21.02,0,0,2003,3,30,0,16581
16000,36 months,535.19,B,B5,10,MORTGAGE,60000,Not Verified,debt_consolidation,GA,18.13,1,0,2000,0,8,0,18126
24925,60 months,744.65,G,G3,10,RENT,60000,Source Verified,debt_consolidation,NC,27.92,1,0,2001,0,17,0,16256
4900,36 months,167.69,D,D1,10,MORTGAGE,60000,Source Verified,car,AR,23.96,0,0,1999,5,12,1,12049
15250,36 months,514.65,B,B4,3,MORTGAGE,77000,Verified,debt_consolidation,AK,31.08,0,0,1999,1,14,0,31445
23050,60 months,600.35,E,E3,10,RENT,53000,Source Verified,debt_consolidation,CA,25.77,2,0,2000,0,23,0,2455
30000,60 months,749.94,C,C5,2,MORTGAGE,90000,Verified,debt_consolidation,CA,20.64,0,0,1999,1,15,0,19313
16000,36 months,493.97,A,A3,8,MORTGAGE,102000,Source Verified,home_improvement,NY,13.95,0,0,2000,1,9,0,10475
12000,36 months,387.15,B,B1,3,MORTGAGE,60000,Source Verified,credit_card,NY,14.94,1,0,1996,0,12,0,14768
12000,60 months,306.36,E,E1,10,MORTGAGE,55000,Verified,debt_consolidation,IN,13.66,1,0,1991,3,6,3,542
8400,36 months,275.57,B,B2,10,OWN,62000,Not Verified,debt_consolidation,VA,29.09,1,0,1971,0,15,0,9300
20000,36 months,673.79,C,C2,6,MORTGAGE,80000,Verified,debt_consolidation,KY,27.12,0,0,2001,0,16,0,23997
5000,36 months,170.87,C,C3,9,MORTGAGE,56000,Verified,home_improvement,FL,22.59,0,0,2004,0,8,0,6612
21000,60 months,521.8,D,D1,3,RENT,56097,Source Verified,debt_consolidation,OH,17.18,0,0,2002,0,11,0,23978
19200,36 months,603.26,B,B1,8,RENT,75000,Source Verified,debt_consolidation,PA,21.98,0,0,1999,0,14,0,19278
10000,36 months,326.21,B,B4,1,MORTGAGE,2.00E+05,Source Verified,debt_consolidation,MI,19.46,0,0,2009,0,16,0,53663
4800,36 months,168.47,C,C4,10,MORTGAGE,69000,Not Verified,debt_consolidation,NY,5.01,3,0,2001,3,12,0,4302
1950,36 months,66.74,B,B5,0,RENT,18720,Not Verified,debt_consolidation,PA,13.01,0,0,2005,1,13,0,2560
11000,36 months,396.91,D,D5,6,MORTGAGE,33000,Source Verified,debt_consolidation,TX,36.84,1,0,2008,2,11,0,18259
20000,36 months,668.02,C,C1,8,RENT,45000,Source Verified,credit_card,CA,21.37,0,0,2003,1,16,0,15814
3600,36 months,131.95,E,E1,10,RENT,54000,Verified,debt_consolidation,CA,3.36,0,0,1975,0,13,1,3115
12500,36 months,430.21,C,C4,1,RENT,71000,Not Verified,debt_consolidation,MO,24.83,0,0,1996,2,20,0,3742
8950,36 months,317.27,D,D1,0,MORTGAGE,41000,Source Verified,credit_card,OH,17.51,0,0,1995,2,16,2,12693
35000,36 months,1240.03,D,D2,10,MORTGAGE,113500,Verified,credit_card,VA,20.11,1,0,1999,1,14,0,138988
